Sample	Rawname	Barcode	Pedigree	Genotype	FW	Run	Batch	pyruvate	valine	leucine	isoleucine	glycerate	fumarate	threonine	beta-alanine	homoserine	aspartate	GABA	threonate	alpha-ketoglutarate	asparagine	glycerol-1-P	shikimate	ornithine	citrulline	citrate	allantoin	lysine	hydroxycinnamate	tryosine	sacchalic_acid	mucic_acid	caffeic_acid	glucose-6-P	turanose	maltose	chlorogenic_acid_1	galactinol	chlorogenic_acid_2	chlorogenic_acid_3	raffinose	phosphate	glycine	serine	malate	glutamate	trans-aconitate	quinic_acid	fructose	glucose	sucrose
MGH126	181210_043	81-126-CML92	Ames 27080	CML92	54.8	2	MGH1	2.44854727	0.718640183	0.362907422	0.442452305	1.242452333	0.590086984	1.410294471	0.435071903	0.672705149	1.07226262	0.63127019	0.845257565	1.281141219	2.569843203	1.901857851	1.064895986	0.572928533	0.528137882	0.734535475	1.486252162	0.559877001	1.048164852	0.994010611	1.690827814	3.747695355	1.718126947	1.358632787	1.563892153	0.674974089	0.17193668	1.383050201	1.349802076	0.995070598	2.201301626	1.598356531	0.895472299	1.008627827	0.852944938	1.0367401	0.18621847	0.926537946	0.418753204	0.970541133	1.400079958
MGH127	181210_044	81-127-B97	PI 564682	B97	53.3	2	MGH1	0.859167206	1.048380449	0.692470702	0.688840134	1.434078045	1.321562852	0.967626606	0.96457531	1.445833764	0.86688808	0.816878215	1.046888592	0.87289429	1.536145757	1.509533713	1.060029698	5.172858731	6.607544615	1.099212008	2.522081136	1.529293731	0.659669689	1.325257965	1.060616864	1.613013205	0.703506308	1.202521981	1.103636622	2.145035485	0.445860966	0.318692314	0.054876307	0.2445262	0.674328424	0.962596168	0.941401917	1.514065871	0.959967497	0.99453357	0.474120986	1.668790731	1.369150342	0.833331942	0.957709057
MGH128	181210_045	81-128-Oaxaca 49	PI 620842	Oaxaca 49	45.7	2	MGH1	2.127127227	0.831459106	0.574414025	0.535879633	2.638599837	0.556085324	0.866316729	0.612107693	0.620307604	1.107024424	0.201562806	1.222963117	1.464045463	1.80295142	1.441254827	0.952886153	0.472026299	0.425095625	1.019803876	1.091429997	0.346124516	0.602305208	0.68633643	1.269855504	0.968255409	0.769323474	0.964084663	0.850952992	0.7565102	0.030191538	1.23293329	0.145683635	0.511393301	1.683718493	1.293535333	0.752068067	0.609143113	0.86630714	0.934077702	1.217588242	0.516682451	0.634365317	0.805727038	1.259346533
MGH129	181210_046	81-129-Yucatan 135	PI 628514	Yucatan 135	46.1	2	MGH1	1.462234924	1.248697865	1.25209308	1.15974293	2.098275344	0.389098998	1.459269279	0.616977392	0.874166374	1.052005666	0.865081939	0.831844355	1.218648481	2.526337938	0.933316703	0.696371287	1.232666686	1.249769411	0.766703345	3.094595621	0.596256723	0.720410709	0.891058422	3.900523244	0.637054928	1.077256253	1.073626413	1.052319547	0.844417778	0.033838332	2.973030077	0.159976875	0.391098695	2.422223853	1.810884842	0.701961458	0.621037106	0.297410032	0.520012006	0.3650797	0.412681865	0.927097631	0.793503965	1.054887378
MGH130	181210_047	81-130-CML5	Ames 27071	CML5	46.8	2	MGH1	1.611197286	1.090413525	1.208920259	1.472907002	0.981208991	0.337964519	1.735851699	0.628980028	1.580801276	1.207777662	0.163383902	0.583161322	1.512812411	2.891831899	1.185937909	0.683378945	1.984285225	2.247062366	1.067931757	3.532319003	2.144112853	0.569903044	1.127710987	1.288716038	0.226416788	1.165458269	1.074422556	1.303653145	0.633968754	1.513765467	1.345393458	0.051218969	2.142020667	0.764278377	2.231890691	0.806565014	1.114936865	0.310216709	1.078251108	0.291320499	0.294678041	0.499472922	0.459023632	0.988369952
MGH131	181210_048	81-131-Pa762	Ames 27184	Pa762	51.9	2	MGH1	2.162031356	1.363821844	1.044915005	1.059448259	0.898691906	0.417165104	1.706552765	2.228706536	1.329307277	0.947976965	0.713497218	0.605556151	1.755024931	2.211939957	0.329886223	0.986784266	0.446864911	0.419987616	1.048145395	2.122862207	0.445915679	0.700201797	1.119673302	0.271095327	0.213772941	1.001232929	0.852534807	1.162760858	0.807901012	0.592459697	2.524336559	0.61183703	0.288558587	3.554053569	1.534344277	3.303974839	3.144901799	0.67029972	2.002971769	0.148569323	1.118574244	2.324144812	1.409774457	1.339632287
MGH132	181210_049	81-132-CI66	PI 587148	CI66	56.4	2	MGH1	1.796267502	1.471042441	1.626763818	1.914677507	1.025970667	1.370850008	2.295853723	0.625844726	1.738846476	1.063023835	3.114659068	0.670681576	1.020301358	2.557988948	1.117597936	0.756871376	0.519144621	5.071458173	1.091950352	3.774456416	3.385677016	0.740850826	1.549869409	1.17658824	0.479543168	1.183172047	1.057335155	1.168770947	1.050173928	0.490081073	0.247590393	0.120951596	0.05423169	0.186871059	1.237954986	3.545760128	1.9137357	0.528028407	0.862997645	0.437951356	0.62366243	1.015709734	1.099213091	0.860620497
MGH133	181210_050	81-133-Tzi25	PI 506255	Tzi25	56.5	2	MGH1	1.576172127	0.925924958	1.185814936	1.186391383	0.477332832	0.94041506	1.014035088	0.754648287	0.421408954	0.729159829	0.98590206	0.570881137	1.05143115	1.752156877	0.29530823	0.503035432	0.252705247	0.602025199	0.765734231	1.340142368	0.639686036	0.993326322	0.680029502	0.992479184	0.637879178	0.287350107	1.352898571	0.693232517	1.789032357	0.088031612	1.258918361	0.216724509	0.099105804	0.343869481	0.818114638	0.662424798	0.527534878	0.607555704	0.559253264	1.150408436	0.514212841	0.503523388	0.458935906	0.831975292
MGH134	181210_051	81-134-SD40	PI 606768	SD40	53.3	2	MGH1	1.015564743	1.631384199	0.773790306	1.240216235	1.616632011	1.063737346	0.805943664	2.139442189	2.267158734	0.885036892	1.148182931	0.739049493	1.310186152	1.497578409	1.035565044	0.511862534	3.413710914	3.139953366	1.102221751	0.950545905	3.502290744	0.793019292	1.677196261	2.282838761	1.135723471	0.687975361	1.705783577	0.794874465	0.790969208	16.74785964	1.430025566	2.049842423	0.417062734	0.641676958	1.305532717	1.062971702	1.19364089	1.270881839	1.66984829	0.968827252	0.463709088	0.314583743	0.390860475	0.8779363
MGH135	181210_052	81-135-NC33	Ames 27139	NC33	51.1	2	MGH1	1.503410326	0.640072615	0.886518652	0.686733237	0.79344175	0.555270558	0.802184158	1.146149205	2.074954131	0.912799472	2.347232767	0.996069329	1.056694375	0.27535653	1.144151666	0.975082527	1.456793571	1.150671115	1.139422516	0.720079763	0.724764301	0.526647604	0.948840958	0.237268512	0.936443148	0.696550132	1.025866663	0.979427712	0.901061835	0.294121933	0.440804067	0.073914258	0.091598481	0.592563497	1.847527497	0.784256269	0.878017193	2.242776036	1.469508703	0.730560133	0.896211348	0.88548851	0.776881829	1.381421498
MGH136	181210_053	81-136-IV.B. 7	Ames 21852	IV.B. 7	49.1	2	MGH1	0.215272008	0.315526824	0.208644097	0.382249595	0.681152915	2.930164646	0.516291221	0.228683885	0.473446371	0.997446848	0.112984784	0.888808628	0.201150683	0.084742817	0.932518991	0.667538739	0.37702149	0.219006368	0.890336923	0.144293808	0.111267911	0.455655973	0.495294442	0.488623931	0.368065571	0.538178714	0.627363524	0.990497022	0.774518939	0.71685223	0.38641404	1.242354896	1.70730143	0.172244441	0.267778206	0.222977271	0.110239813	0.611795757	0.329449239	0.545675655	0.579840394	0.164423991	0.206933117	0.657615961
MGH137	181210_054	81-137-NC330	Ames 27161	NC330	47.6	2	MGH1	1.787547126	0.534855377	0.245556906	0.280089238	0.967529838	1.200282648	0.272803986	0.310300166	0.285302028	1.065080806	0.939007598	0.892284866	0.923810438	0.02732389	0.550498966	1.017830418	0.388051433	0.423819213	1.030820951	0.125666205	0.213594257	0.89105206	0.660164696	0.940566516	0.664760401	1.063225245	0.584970995	1.065515461	0.630125469	0.118788357	1.038537086	1.007735068	0.808677015	0.593648278	0.55234528	0.441162541	0.672559126	1.528767043	0.620950577	1.463790393	1.076397622	0.372917194	0.546855605	0.864485856
MGH138	181210_055	81-138-H95	Ames 19319	H95	54.8	2	MGH1	2.457280668	0.666436376	0.492062868	0.603515003	2.454183236	0.466896324	1.079943949	0.728955441	0.609059373	0.904134889	0.28616958	1.82448836	1.884028808	0.106945483	0.435987145	1.109375504	0.535559719	0.488934069	0.566141037	0.624643811	0.359325653	0.652556572	0.785924549	0.659378956	0.45876856	0.789528354	0.870455442	1.09879343	0.863991524	0.035987722	1.852120985	0.393698017	0.04633385	1.573685155	0.596544874	0.923392048	0.68517431	0.543934094	1.210440445	1.06893276	1.593740708	0.796653122	0.797081137	1.338058571
MGH139	181210_056	81-139-B84	PI 608767	B84	50.3	2	MGH1	0.721332118	0.591374508	0.567163462	0.726255014	0.757075778	1.636344003	0.916772246	0.314701691	0.468364303	0.951667534	1.094091357	1.106271947	0.864892861	0.039848044	0.764787686	1.054104632	0.418500598	0.308381575	0.782473758	0.228427371	0.221953918	0.590535634	0.602044428	0.751006611	0.604571064	0.77773214	0.352295877	0.621359591	0.729429352	0.178503552	2.250958828	0.484955429	1.052217239	0.946902523	0.227799512	0.454847293	0.439638332	1.342039638	0.598769785	0.385674662	0.969369757	0.617865999	0.507285901	0.762670297
MGH141	181210_057	81-141-Aguascalientes 16	PI 620767	Aguascalientes 16	51.8	2	MGH1	1.59455982	0.383180778	0.462493647	0.523251651	1.879465707	0.439577812	0.563748233	0.369936609	0.513270605	1.097078283	1.717547267	0.837462091	1.276680782	0.11135829	1.703571911	0.459509187	0.290896567	0.281973321	1.145563692	0.701352197	0.204999856	0.605104716	0.648501862	1.085700738	0.889346433	1.325525169	0.567952355	1.522356311	0.496247984	0.471020583	0.35382341	0.204649494	0.05645143	0.347525451	0.535219813	0.398318369	0.214425706	0.70929719	0.920883084	0.737783746	0.232620469	0.295511603	0.216939471	0.68467025
MGH143	181210_058	81-143-NC348	Ames 27170	NC348	49.3	2	MGH1	1.757935447	0.693109176	0.292965579	0.291289382	0.728580301	0.87216785	0.715526592	0.659785004	0.530871978	0.987310337	0.097113558	0.901965574	0.918243509	0.441225305	0.768230409	1.217816862	1.544113206	0.68908687	1.115363564	0.05430014	0.413800284	1.289623913	0.650093474	0.332700762	0.245489559	0.216131296	0.486012166	1.360859394	1.119362972	1.592559664	1.765116602	2.256153598	3.529594052	4.275485933	0.292703234	0.464419337	0.450984942	0.670140417	1.273218543	0.983143537	1.169873722	1.39128498	0.8785694	1.352052652
MGH144	181210_059	81-144-Morelos 3	PI 620837	Morelos 3	53.8	2	MGH1	1.066952407	0.883694474	0.757889168	0.736893103	1.053849275	0.684953629	0.755326789	0.57874004	0.825463487	0.92535131	1.899032296	0.782165102	1.464081528	0.034135788	0.427587617	1.142507444	0.286485831	0.461707289	0.627983681	0.259422946	0.162397725	0.866391233	0.706919902	0.342480806	0.576746682	0.689182996	0.903763612	1.035169448	0.950795582	1.299438645	2.031880957	2.152818385	2.521735362	1.292452335	0.679562437	0.572640339	0.868272238	0.971473944	1.161941372	2.486382288	2.015333411	0.984589948	0.763940146	0.91092104
MGH145	181210_060	81-145-Va26	PI 587149	Va26	49.4	2	MGH1	0.90961886	1.10915436	0.355884756	0.585558654	0.977744709	0.37439308	0.677126782	0.939090459	0.406987016	0.977461183	0.299987971	0.765887414	0.95631566	0.125574067	0.766795112	1.207934963	0.378928868	0.247496407	1.253485486	0.211181684	0.213779318	1.286549776	0.684128896	0.600904808	0.015984811	1.572769963	1.169931055	0.742125943	1.111162928	0.150789412	0.560003222	0.858050392	0.692002604	0.291411312	0.766106119	0.719484009	1.0960405	0.770428053	0.847125012	1.005983877	2.941370846	1.300726387	1.06325931	0.913872642
MGH146	181210_061	81-146-NC332	Ames 27162	NC332	50.7	2	MGH1	1.044430086	1.024269029	1.75181275	1.268908583	0.551857251	0.414226149	1.016633262	1.070074231	1.221202781	0.89247172	0.614520785	0.982881498	0.616070147	2.252639938	0.646316136	1.15500728	0.983094154	0.762045749	0.584962747	0.388130569	0.571612505	0.801316187	0.78551001	0.637492026	0.070387756	0.715974911	1.312593099	1.300539281	2.044053852	0.696578445	1.642588872	0.935401555	1.469333015	0.862682521	1.787194453	2.132075977	1.313353544	0.615931262	1.262750469	0.677297993	1.625678021	0.921636833	1.263679928	0.98950136
MGH147	181210_062	81-147-A619	PI 587139	A619	46.1	2	MGH1	1.909743012	0.626656296	0.542501072	0.529254169	0.743941548	0.497565365	0.694485346	0.825531127	0.470582734	1.113166298	0.193251542	0.624151876	1.035101393	0.256803222	0.98689061	1.340581528	0.429359667	0.341169888	1.061611866	0.540413249	0.254800057	1.083738296	0.703546692	0.896892698	0.620966665	1.703486271	1.049787516	0.951981624	0.845933644	0.148143596	0.303520516	0.402601048	0.293366004	0.334206308	0.881674785	0.541898486	0.788493053	0.58038054	0.91456641	0.72996583	1.395001922	1.37572523	1.460237369	0.573125377
MGH148	181210_063	81-148-H84	PI 587128	H84	51.6	2	MGH1	1.202085191	0.65788301	0.631534808	0.566121929	1.144580456	0.934969728	0.443347923	0.893464005	0.953241462	0.838602011	0.441472982	1.047912268	1.279011524	1.366877088	1.177992113	1.013285486	1.237504001	0.936568733	1.088855382	0.592740489	2.410806762	0.6197037	0.717066471	0.487067213	0.422718228	1.103687881	0.813808547	0.809857729	0.918596954	0.138450948	0.248475783	0.323931197	0.895632459	0.234323637	0.309979658	1.123958037	1.340172337	0.991505478	1.033175982	0.910969988	1.323578204	1.966676597	1.623545267	0.884543058
MGH149	181210_064	81-149-Ky228	PI 587136	Ky228	49	2	MGH1	1.27215121	0.54793681	0.43894338	0.421885312	1.317681041	1.031945785	0.420798488	0.901728849	1.197196849	0.901337224	0.442817446	1.09571742	1.661732309	0.934924298	0.311407922	1.086227068	0.990671961	0.903499061	1.166624628	0.560977099	0.322083439	0.622861679	0.731160821	0.47578231	0.513203784	1.066949858	0.76459245	0.781103978	1.022685263	0.076099688	0.280751076	0.312163074	0.923815112	0.259158168	0.250062387	0.984791832	1.137421149	1.084247943	1.06504325	1.04772308	1.059896573	1.665996092	1.356936491	0.966423909
MGH150	181210_065	81-150-I.A. 36	Ames 21814	I.A. 36	55.6	2	MGH1	1.55399296	1.089625805	0.493790563	0.589498526	0.604075038	0.689213554	1.301576515	0.884396555	1.003030551	0.811934222	1.088344776	1.117477298	0.956387198	1.785975891	1.029224009	0.950881217	0.715139136	0.993914053	0.701624665	0.68711072	0.470998691	0.777429045	0.730320667	0.707066189	0.381386495	1.045940826	0.972123762	1.633486214	0.854404002	0.076040934	1.557673242	0.704251046	0.705809081	2.393236674	0.735249851	1.200117941	1.016937787	0.971728589	2.20850079	0.225156887	0.902643539	0.88579956	1.268327002	2.152194878
MGH152	181210_067	81-152-A239	Ames 23405	A239	48.4	2	MGH1	0.873403839	1.643767982	0.87986273	0.923927191	0.920173137	0.593528591	0.879585629	1.130065234	0.764382613	1.164887289	0.944132603	0.839921108	1.207877621	2.635604002	1.61973858	0.966832825	0.366354351	1.301187899	1.398067679	0.490443764	0.683946546	1.074763747	1.179947606	0.483292673	0.501887791	0.668986563	0.726555209	0.469074046	1.248554836	0.167234931	0.557040961	0.78408718	0.746772031	0.828846381	0.542920708	1.279673308	1.236463759	0.616118048	1.928052218	0.222289451	0.784283452	2.255954792	1.663682523	1.069508389
MGH153	181210_068	81-153-CO106	Ames 27105	CO106	53.7	2	MGH1	1.010505679	1.508882651	1.476912944	1.142713283	1.74316758	1.271094446	1.087543216	1.265128012	1.727275081	0.925917967	1.143920759	1.240374712	1.216890673	0.196725735	1.039030543	1.126694527	0.546028171	2.634585082	0.902033622	0.527775966	0.718424984	1.027230245	0.701891902	0.1375991	0.81101906	0.362583626	1.094742597	1.203094757	1.506941579	0.219219635	1.930171466	1.65412666	1.91869893	4.132953087	1.202000982	1.103021451	1.351884075	2.122649272	2.036376977	1.871684504	1.3234157	2.000501706	1.4064687	1.239665021
MGH154	181210_069	81-154-W22	NSL 30053	W22	52.8	2	MGH1	0.723866685	0.815402243	0.368458972	0.423614229	0.511364426	1.125906268	0.563055869	0.827447758	1.041052026	1.027441802	0.158231209	0.998607648	0.691897216	0.242140261	1.038417917	1.265244389	2.094075707	1.394181804	0.827755944	0.289813237	0.449388562	0.886805444	2.086677875	0.665995674	1.47230391	0.846096141	1.389840501	0.520443937	1.251850046	0.297038565	0.56888465	0.809701256	0.498081516	0.951298847	2.181757135	0.537579346	0.640476763	1.340110789	1.594546889	0.581937158	1.5748441	2.043481055	2.611039874	2.097273429
MGH155	181210_070	81-155-N28Ht	Ames 27138	N28Ht	53.4	2	MGH1	0.578046447	1.746027814	1.457953019	1.571399004	0.352480378	1.238407963	1.262776898	1.55579524	1.593783468	0.951971223	2.106087075	0.795725551	0.49974372	2.289243456	1.24540669	1.135010217	3.192652627	3.007921494	0.795654402	1.819348421	1.218386283	1.178627437	1.283246168	1.7327185	1.209953066	1.421469166	1.394782284	1.139135129	1.005397508	0.134949151	0.791581796	0.430433525	0.430688706	0.441250789	1.298300535	1.057123706	1.650507943	0.717112626	0.89033462	0.091568425	1.531680735	0.470148133	0.619661641	0.861235191
MGH156	181210_071	81-156-Ames 8083	Ames 8083	Ames 8083	47.5	2	MGH1	0.452605993	1.823039487	1.827129621	2.49474474	0.775324495	3.80423602	4.460485152	1.75831871	1.737495575	1.068220919	3.268486088	1.421626847	0.314800747	1.334845559	0.76934562	0.31216774	0.852655267	0.708712447	1.404765551	1.456382741	1.014606527	0.572985003	1.112077097	1.27589503	0.0150354	0.778097246	0.926735355	1.139495612	0.745063029	0.106151965	0.1683444	1.186971531	0.165163462	0.167955523	0.833763307	0.835526845	1.228799036	1.680562558	1.67680379	0.665575862	0.418979508	0.599040017	0.531618962	0.755119377
MGH157	181210_072	81-157-Va85	Ames 27193	Va85	48.5	2	MGH1	0.819491981	0.010176945	NA	NA	0.91946846	0.996665009	0.792403236	0.443601504	0.960258713	0.938767312	0.274290105	0.860799356	0.879992368	2.23047062	0.425963879	1.153831947	0.374509232	0.756399845	0.640864232	0.606324061	0.778677453	0.63352099	0.810593027	0.137636858	0.927960993	1.158025778	0.858217037	0.633759882	1.143344829	0.379609451	0.067303194	0.519977483	0.55483671	0.115558506	1.040738943	1.084444764	1.345673573	1.117951353	1.274733375	0.890735094	1.526909977	1.094865227	0.943190657	0.904138282
MGH158	181210_073	81-158-C123	Ames 19313	C123	51.1	2	MGH1	0.701162204	1.209439122	1.080428242	1.083111278	0.369867228	1.07770833	0.890849924	0.576786234	0.754379309	0.936268444	1.267938087	1.011213388	0.730753006	0.229093066	0.212135821	1.053039754	0.58237139	0.571283569	1.043054243	1.175764663	0.396459328	0.892012266	1.22681923	0.90014256	0.826254775	1.412005438	0.844692348	1.09869519	1.431812425	0.2499891	0.758530138	2.100979211	0.761209685	0.306674175	0.488244499	0.892191818	0.962631143	1.101576883	1.155388265	0.425845248	1.241836658	0.751558702	0.728196981	1.210138938
MGH159	181210_074	81-159-A556	Ames 23450	A556	49	2	MGH1	0.871188266	0.619935944	1.045561311	0.921105385	0.730936243	0.796816662	0.776758333	0.647613077	0.629174368	1.380696627	1.690089334	1.460535949	1.189214405	0.039211089	1.269028273	1.053100892	0.394317842	0.478805479	1.58292209	0.051600698	0.272415724	1.30185379	0.493792681	1.166985699	2.714880062	3.109984586	0.73653502	1.498476488	0.578751969	0.78391477	1.953276427	0.228824036	0.232479487	1.703772555	0.521890181	0.369386124	0.276492224	1.57535714	0.636997674	0.625936713	0.320748493	0.293158575	0.195613474	0.3983878
MGH160	181210_075	81-160-B109	PI 597927	B109	49.7	2	MGH1	0.46051825	0.683224332	0.605490102	0.653122573	0.563435765	3.164308835	0.742868766	0.574503013	0.676784833	0.844711878	0.884375126	0.871901368	0.50331433	0.053045136	0.448101249	1.039695319	0.371083868	0.496417736	0.859264503	0.113553105	0.302977262	0.872705837	0.804321374	0.777621002	0.703039924	1.172852793	0.802322401	0.928260408	0.790708996	0.2334554	1.111854293	1.079208139	0.695862113	0.798461728	1.028871608	0.738493324	0.969155854	1.116235146	0.802475721	0.660644762	1.860708021	0.529621827	0.590610982	0.632597937
MGH161	181210_076	81-161-Mt42	Ames 20140	Mt42	50.6	2	MGH1	1.059946946	0.921642284	0.479176419	0.368449901	0.44894007	1.598459095	0.779734795	0.71763553	0.87402957	0.900344167	0.609182896	0.967151144	0.805462112	1.012900707	0.978278686	1.108692965	1.079009529	0.890970399	1.106256096	0.143126112	0.396333794	0.762474823	0.763902511	0.173056477	0.516928399	0.939194828	0.677683626	1.271571749	0.870482475	1.756652465	0.506037758	1.35108499	0.774598431	0.981289464	0.621182915	1.268126091	0.704208368	1.041407651	0.984480945	0.751185313	1.695090202	2.623088094	1.334819342	0.966325455
MGH162	181210_077	81-162-Tlaxcala 273	PI 628507	Tlaxcala 273	45.7	2	MGH1	0.90369624	1.466142161	1.761850452	1.636322784	0.91137777	0.752669492	1.639561271	1.252591216	0.900088112	1.301190997	1.221293747	1.227224498	1.100019139	2.470851266	2.069490391	1.528832638	0.646618612	1.294653182	0.890625674	0.547136927	0.70387295	0.792075192	0.998146941	0.203502488	0.526683673	0.818231209	0.709130778	1.144433859	1.008630572	0.171074838	0.669005375	0.922663325	0.526240049	1.339531749	0.1850849	1.131521341	1.430249455	1.014665789	1.755553638	0.631236805	1.069384173	2.133578011	2.145619526	0.964139295
MGH163	181210_078	81-163-R229	PI 592734	R229	48	2	MGH1	0.576171445	1.196624995	1.054595724	1.078077113	0.466603181	0.641718856	0.919247244	0.69365385	1.140158007	0.990363464	1.758941439	0.609583887	0.716007069	0.649759908	0.306815718	1.118705838	0.277115186	0.402353851	0.828715475	0.579053123	0.55446883	0.733933944	1.049674391	0.549791276	0.533995862	0.866407305	0.870694006	1.01738275	1.097658349	0.277325798	1.379480143	1.522773805	0.631536023	0.547874565	0.480101729	1.438791026	1.376721383	0.576458155	1.157922118	0.329901581	1.423386697	1.067800892	1.215967128	1.537463729
MGH164	181210_079	81-164-CML10	Ames 27072	CML10	48.1	2	MGH1	0.792202503	1.118967427	1.249326661	1.156983004	0.967195289	0.50271151	1.42733898	1.326335015	1.726879295	0.854166541	0.558116551	0.919171405	1.117541597	2.04784527	0.309550262	1.053877411	0.369462688	1.684032607	1.016111288	0.894795907	1.161104714	1.124801739	0.986544312	0.329298723	0.558461892	0.247526801	1.022836498	1.115646383	1.656773904	3.068286411	0.302280504	1.18872121	2.065263523	0.831328969	0.85573798	1.155237339	1.266337772	0.747566973	2.324563831	0.900515925	1.389781675	1.470507959	1.214344139	1.107723581
MGH165	181210_080	81-165-Va102	PI 587151	Va102	47.8	2	MGH1	0.578985995	0.707054512	0.586149654	0.748015735	0.319470816	1.421996901	1.091462019	0.543711869	0.633392041	1.188154965	0.527414263	0.529536112	0.342982819	2.786693851	0.819148261	0.789911946	0.570585271	0.667232307	0.842557802	0.671520803	0.317897318	0.644757783	0.539743767	0.21760498	0.455850349	0.66594432	0.823800644	0.484577933	0.652849257	0.101691382	0.318759279	0.278404032	0.586018199	0.577874085	0.709826587	1.119481668	0.681961811	0.685086847	0.757957147	0.215560724	0.635885176	0.857840131	0.550916666	0.46536837
MGH166	181210_081	81-166-B37	PI 550467	B37	48	2	MGH1	0.409743537	1.10036735	0.503575138	0.335235918	1.057650815	0.432690528	0.485495467	1.369557223	1.105633188	1.079195061	1.807016263	1.022636793	0.447889221	1.832441176	1.366247578	1.316987701	0.740205744	0.714296055	0.67714547	0.820000519	0.483012688	0.822683255	1.294464944	0.693411028	0.449933967	0.887009429	1.789813191	0.997406545	1.113180728	0.878152371	2.517480802	2.015506291	2.74714011	1.159261271	1.731002728	0.552095993	0.834474012	0.495345847	0.901975902	0.404813237	1.257665472	1.704774792	1.625077031	0.962709986
MGH167	181210_082	81-167-NC290A	Ames 27141	NC290A	52.6	2	MGH1	0.953574497	0.803700545	1.817274935	1.192725126	0.929183866	0.960050825	1.041796996	1.876065864	0.987248676	1.242474617	0.501304803	0.918993512	0.813865638	1.540689311	1.979169578	1.440373308	0.4809664	2.396402478	1.399300223	0.885635385	1.528143571	0.642389085	1.984645575	0.133196328	0.890430821	0.954728375	1.062658073	0.819868695	1.395841727	0.141792911	1.36931022	0.994313696	0.309037119	1.190822669	1.095715003	1.445846203	1.274058838	1.075512653	1.264970441	0.637456794	0.77848737	0.910454226	0.873603463	0.555916565
MGH168	181210_083	81-168-Nayarit 35	Ames 8235	Nayarit 35	52.1	2	MGH1	1.140208681	0.50040476	0.334077049	0.329609724	2.487406637	0.565229323	0.599340703	1.315667123	0.566078368	0.935640311	1.196694427	1.066657733	1.029655449	0.232177171	0.842618876	1.146216128	0.291911716	0.441896446	1.220980735	0.18881114	0.321581085	1.01228253	0.771331589	NA	0.745361565	1.020315734	0.678447089	0.983808807	0.874906854	0.31386015	0.432692651	0.618303337	0.919218577	0.389483567	0.613649242	0.6390756	0.633093159	0.807084164	1.467888587	0.285077516	1.530951775	2.158518718	1.764303682	1.150357508
MGH169	181210_084	81-169-SC357	NSL 53094	SC357	55.1	2	MGH1	0.799272455	0.644864096	0.693228319	0.601204148	0.656219753	0.481841183	0.829656316	0.930411009	1.173657375	0.913049985	0.085183962	1.481361805	0.936836047	0.111983004	0.893691405	1.059211061	0.335122165	0.295042167	1.149699521	0.066720591	0.267831933	0.520463655	0.659374914	0.640758075	1.388973205	0.684568095	1.249479225	1.296759748	0.925915623	0.145270119	2.534884983	0.674280797	0.90117942	3.606132854	0.679833442	0.441953068	0.356660476	0.875302395	1.83706981	0.880765002	0.611015762	1.561563936	0.889129545	0.963466592
MGH170	181210_085	81-170-B52	PI 550454	B52	49.9	2	MGH1	1.420013181	1.413486124	0.502858405	0.659867083	0.94271639	0.654977141	0.730485451	0.695984756	0.550197856	0.979821206	2.164823281	0.863930362	1.144225595	0.268768357	0.645308691	1.126063013	0.361219591	0.900699941	0.750323089	1.081548785	0.319562339	0.745498744	0.709741918	0.842923248	0.199921599	0.814526934	0.481035248	1.011765803	0.776265785	3.231580685	0.333354072	1.329777023	0.946772824	0.231577269	0.154945245	0.288506068	0.366669129	0.331380061	0.914473468	0.619428055	1.04130304	0.975802167	1.104422087	0.646860319
MGH171	181210_086	81-171-Veracruz 273	PI 620860	Veracruz 273	53.2	2	MGH1	0.830584106	1.439217446	1.865304736	1.485245871	1.081670973	0.726414951	1.095635592	0.972278565	1.623179359	0.906961095	1.272811984	1.234559829	0.966853467	0.420674883	0.271353692	1.112484247	0.741799806	0.525140152	1.132800081	0.253567056	0.289217576	0.510093315	1.612444729	0.564972643	1.654022457	0.816194324	0.630375105	0.831202048	1.41520201	0.130706632	0.153816336	0.500751844	0.525510814	0.126344598	0.311779825	0.995128416	1.041726289	1.329445161	1.155236324	1.079609032	1.16321186	1.153659087	1.10092616	1.297000776
MGH172	181210_087	81-172-A188	Ames 22443	A188	43.4	2	MGH1	0.462794454	1.687086522	3.15029759	3.220845186	0.624035938	1.522364812	1.016018796	0.420305681	1.094042529	1.14566504	0.148016542	1.25224774	0.496338292	0.255432996	0.52898845	1.400031908	1.591371029	1.001707317	1.497743861	0.546480764	1.170554896	0.861536604	1.871723718	2.075317888	4.3999591	1.717521761	2.200305598	0.923316311	1.6745585	0.322371978	0.374988607	0.899055843	1.778244247	0.374739494	4.061802257	1.37767114	0.908501387	2.597181825	1.166401476	0.036360391	1.594288022	1.352753763	1.247358492	1.900787847
